Race,Cache Valley Circuit,160934
Registered,11,0,Jackson,Villagran,M,18
---
Registered,12,120,Federico,Hillin,M,16
Registered,13,120,Gregory,Rabe,M,25
---
Registered,14,240,Ardelia,Behrends,F,16
Registered,15,240,Cornelius,Wilde,M,45
Registered,16,240,Evita,Wease,F,19
---
Registered,17,360,Alphonse,Matthies,M,21
Registered,18,360,Darrel,Wieczorek,M,40
---
Registered,19,480,Orpha,Sawyers,F,52
Registered,20,480,Emerald,Bourgeois,F,20
Registered,21,480,Tena,Gillmore,F,38
---
Registered,22,600,Violet,Gritton,F,45
---
Registered,23,720,Pat,Higbee,M,57
Registered,24,720,Jammie,Lammert,F,52
Registered,25,720,Vickey,Coddington,F,39
---
Registered,26,840,Stephan,Butkovich,M,20
Registered,27,840,Evelynn,Plouffe,F,20
---
Registered,28,960,Ashli,Mastro,F,52
Registered,29,960,Floyd,Letson,M,19
---
Registered,30,1080,Erik,Panton,M,40
Registered,31,1080,Brad,Scalzo,M,59
Registered,32,1080,Dexter,Micco,M,56
---
Registered,33,1200,Eric,Quail,M,19
Registered,34,1200,Ryan,Vangundy,M,37
---
Registered,35,1320,Rudolph,Wills,M,19
Registered,36,1320,Wilbert,Larock,M,36
---
Registered,37,1440,Kemberly,Hammers,F,24
---
Registered,38,1560,Nadia,Glymph,F,47
---
Registered,39,1680,Faustino,Arguello,M,48
Registered,40,1680,Jerrell,Breitenbach,M,33
Registered,41,1680,Andres,Tumlin,M,55
---
Registered,42,1800,Marcus,Beaton,M,23
---
Registered,43,1920,Lorenza,Tumlin,F,43
Registered,44,1920,Sterling,Renolds,M,55
Registered,45,1920,Daren,Fuerst,M,19
---
Registered,46,2040,Billy,Geary,M,49
---
Registered,47,2160,Marco,Yarman,M,38
---
Registered,48,2280,An,Holte,F,44
Registered,49,2280,Brent,Keeble,M,30
Registered,50,2280,Lacey,Gloor,F,44
---
Registered,51,2400,Jonathan,Radosevich,M,37
Registered,52,2400,Merlene,Kintzel,F,29
---
Registered,53,2520,Shawnna,Corby,F,52
Registered,54,2520,Theresa,Lehrman,F,31
---
Registered,55,2640,Harrison,World,M,49
Registered,56,2640,Terrance,Bergman,M,32
---
Registered,57,2760,Taryn,Coghill,F,54
Registered,58,2760,Antone,Mccraney,M,59
Registered,59,2760,Roman,Berryhill,M,40
---
Registered,60,2880,Christinia,Plotkin,F,58
Registered,61,2880,Dodie,Standifer,F,24
---
Registered,62,3000,Ronald,Strout,M,46
Registered,63,3000,Antone,Rakestraw,M,26
Registered,64,3000,Trinidad,Alcina,M,55
---
Registered,65,3120,Kendra,Weinert,F,53
Registered,66,3120,Alexandria,Babich,F,39
Registered,67,3120,Robena,Lazzaro,F,28
DidNotStart,63,3120
---
Registered,68,3240,Major,Rochon,M,23
Registered,69,3240,Lance,Hartranft,M,49
Registered,70,3240,Clarence,Mckern,M,19
---
Registered,71,3360,Sigrid,Talor,F,56
---
Registered,72,3480,Christie,Fitzwater,F,25
---
Registered,73,3600,Coleman,Neuberger,M,54
Registered,74,3600,Clay,Domenico,M,49
Registered,75,3600,Vickey,Macky,F,21
---
Registered,76,3720,Merle,Cheadle,M,47
Registered,77,3720,Benito,Naron,M,42
DidNotStart,41,3720
---
Registered,78,3840,Carson,Trivedi,M,57
Registered,79,3840,Dirk,Kessler,M,19
---
Registered,80,3960,Isaura,Giard,F,35
Registered,81,3960,Jovan,Bopp,F,54
---
Registered,82,4080,Hugo,Tovey,M,26
---
Registered,83,4200,King,Chapple,M,29
Registered,84,4200,Richie,Killgore,M,55
---
Registered,85,4320,Jenna,Stucker,F,17
---
Registered,86,4440,Shemeka,Gano,F,50
---
Registered,87,4560,Alfred,Butkovich,M,42
Registered,88,4560,Phyliss,Bartsch,F,39
---
Registered,89,4680,Joella,Zerbe,F,16
Registered,90,4680,Chester,Scheele,M,28
---
Registered,91,4800,Shemeka,Mccrystal,F,36
DidNotStart,45,4800
---
Registered,92,4920,Quiana,Kessler,F,21
Registered,93,4920,Brian,Hollaway,M,21
Registered,94,4920,Lanie,Mulligan,F,56
---
Registered,95,5040,Dee,Holte,M,26
Registered,96,5040,Lashonda,Hillin,F,48
Registered,97,5040,Mohammad,Barreras,M,37
---
Registered,98,5160,Roderick,Olivieri,M,27
Registered,99,5160,Eulah,Dunbar,F,26
---
Registered,100,5280,Jack,Lybarger,M,22
DidNotStart,55,5280
---
Registered,101,5400,Lawana,Blecha,F,36
---
Registered,102,5520,Morgan,Duhart,M,17
Registered,103,5520,Stella,Aikins,F,46
Registered,104,5520,Tran,Sprow,F,52
DidNotStart,35,5520
---
Registered,105,5640,Jamar,Scroggs,M,32
---
Registered,106,5760,Carlotta,Brazelton,F,56
Registered,107,5760,Cassie,Hammaker,F,18
Registered,108,5760,Rosio,Stoney,F,28
DidNotStart,104,5760
---
Registered,109,5880,Mirian,Carbin,F,39
Registered,110,5880,Merle,Maltby,M,28
---
Registered,111,6000,Bernie,Hess,M,31
Registered,112,6000,Reda,Shetler,F,31
Registered,113,6000,Savanna,Bopp,F,55
DidNotStart,92,6000
---
Registered,114,6120,Erik,Cromley,M,53
Registered,115,6120,Conrad,Logan,M,51
---
Registered,116,6240,Lena,Flemister,F,48
Registered,117,6240,Norman,Geren,M,22
Registered,118,6240,Marcos,Rigney,M,53
---
Registered,119,6360,Clifton,Hallenbeck,M,51
Registered,120,6360,Manuel,Plasse,M,31
---
Registered,121,6480,Dong,Mantilla,M,27
---
Registered,122,6600,Floyd,Gutter,M,37
DidNotStart,38,6600
---
Registered,123,6720,Carlos,Fuerst,M,48
Registered,124,6720,Tam,Philpot,F,23
---
Registered,125,6840,Marti,Stefani,F,42
Registered,126,6840,Rudy,Urman,M,42
---
Registered,127,6960,Fatimah,Koser,F,39
Registered,128,6960,Osvaldo,Mccorvey,M,32
Registered,129,6960,Chloe,Baumgarten,F,36
---
Registered,130,7080,Clarice,Okamoto,F,33
Registered,131,7080,Cedrick,Loveall,M,38
---
Registered,132,7200,Simon,Geise,M,39
Registered,133,7200,Fonda,Waldrep,F,17
---
Registered,134,7320,Emory,Gelinas,M,27
Registered,135,7320,Kermit,Ojeda,M,51
---
Registered,136,7440,Anette,Roberti,F,52
---
Registered,137,7560,Bettie,Lowrey,F,19
Registered,138,7560,Sigrid,Lague,F,17
Registered,139,7560,Deangelo,Tandy,M,58
---
Registered,140,7680,Lou,Krupa,M,48
Registered,141,7680,Edwin,Rusch,M,21
---
Registered,142,7800,Werner,Burden,M,24
Registered,143,7800,Alexandria,Aguiniga,F,45
DidNotStart,128,7800
---
Registered,144,7920,Genia,Mills,F,49
Registered,145,7920,Zoe,Goines,F,22
Registered,146,7920,Billy,Rossin,M,24
---
Registered,147,8040,Brent,Rosenstein,M,26
Registered,148,8040,Kenia,Carwile,F,48
Registered,149,8040,Alex,Sikes,M,32
---
Registered,150,8160,Hipolito,Wilhoit,M,31
Registered,151,8160,Tom,Beckles,M,55
Registered,152,8160,Antwan,Salyers,M,54
---
Registered,153,8280,Tyrell,Babst,M,24
Registered,154,8280,Maryrose,Rein,F,24
---
Registered,155,8400,Cheryl,Eades,F,38
---
Registered,156,8520,Tim,Root,M,44
Registered,157,8520,Vernie,Mackowiak,F,40
---
Registered,158,8640,Nicole,Couturier,F,31
---
Registered,159,8760,Marti,Mullarkey,F,54
Registered,160,8760,Carrol,Ravelo,M,16
---
Registered,161,8880,Brent,Hendershott,M,45
---
Registered,162,9000,Allyson,Monn,F,24
Registered,163,9000,Tod,Culton,M,57
---
Registered,164,9120,Madlyn,Hiltz,F,43
Registered,165,9120,Toney,Greig,M,55
Registered,166,9120,Vernia,Amezquita,F,42
---
Registered,167,9240,Hans,Macek,M,19
---
Registered,168,9360,Jake,Gameros,M,39
Registered,169,9360,Johnny,James,M,39
Registered,170,9360,Russell,Sheridan,M,56
---
Registered,171,9480,Jeff,Right,M,41
---
Registered,172,9600,Agueda,Penney,F,38
---
Registered,173,9720,Jules,Mccraney,M,54
Registered,174,9720,Timmy,Watanabe,M,28
---
Registered,175,9840,Heriberto,Banfield,M,44
---
Registered,176,9960,Crista,August,F,51
Registered,177,9960,Jackson,Swarts,M,27
Registered,178,9960,Barrie,Saini,F,56
---
Registered,179,10080,Demetra,Mantilla,F,23
Registered,180,10080,Cori,Bean,F,56
---
Registered,181,10200,Jeff,Edwin,M,24
---
Registered,182,10320,Micheal,Caul,M,26
---
Registered,183,10440,Pablo,Feinberg,M,46
Registered,184,10440,Apryl,Sarles,F,56
---
Registered,185,10560,Lacy,Lavallee,M,37
Registered,186,10560,Antone,Blazier,M,47
Registered,187,10560,Granville,Futral,M,55
DidNotStart,12,10560
---
Registered,188,10680,Charlesetta,Johanson,F,31
Registered,189,10680,Gregory,Ohagan,M,35
Registered,190,10680,Setsuko,Ng,F,21
---
Registered,191,10800,Chadwick,Sprow,M,51
Registered,192,10800,Gisele,Loach,F,34
---
Registered,193,10920,Joetta,Aldinger,F,47
---
Registered,194,11040,Lorene,Muncie,F,27
Registered,195,11040,Nelida,Freire,F,30
---
Registered,196,11160,Eloy,Ferranti,M,50
---
Registered,197,11280,Alleen,Crabb,F,41
Registered,198,11280,Kenneth,Laubscher,M,36
Registered,199,11280,Bessie,Chiesa,F,38
DidNotStart,177,11280
---
Registered,200,11400,Sally,Bransford,F,16
---
Registered,201,11520,Tommie,Mehta,M,46
Registered,202,11520,Wilbert,Bouyer,M,22
---
Registered,203,11640,Zana,Dubrey,F,32
Registered,204,11640,Marion,Zale,M,37
Registered,205,11640,Mohamed,Salters,M,48
---
Registered,206,11760,Cordia,Rider,F,41
Registered,207,11760,Carlos,Rapp,M,58
Registered,208,11760,Royce,Bolton,M,58
---
Registered,209,11880,Hollis,Mastro,M,37
Registered,210,11880,Antonietta,Ziemba,F,31
Registered,211,11880,Hallie,Brezinski,F,55
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
---
Started,11,12000
Started,12,12000
Started,13,12000
Started,14,12000
Started,15,12000
Started,16,12000
Started,17,12000
Started,18,12000
Started,19,12000
